PAN_NO,TARGET_NO,CALL_TYPE,TOC,B_PARTY,LRN_NO,LRN_TSP,CALL_TIME,DURATION,FIRST_CGI,FIRST_LAT,FIRST_LON,LAST_CGI,LAST_LAT,LAST_LON,SMSC_NO,IMEI,IMSI,CALL_FWD,ROAM_NO,SW4MSCID,IN_TG,OUT_TG
PAN500306,9170000003,SMS-MO,SMS,9170000007,5570000007,AIRTEL,2026-10-12 11:40:00,0,CGI80005,26.86120,75.75980,CGI80005,26.86120,75.75980,919810051914,356000000000103,404450000000103,,HOME,MSC1101,TG116,TG106
PAN500307,9170000003,SMS-MO,SMS,9300000173,5500000173,VI,2026-10-12 12:05:00,0,CGI80006,26.90230,75.84310,CGI80006,26.90230,75.84310,919820051914,356000000000103,404450000000103,,HOME,MSC1101,TG116,TG101
PAN500471,9170000005,MT,VOICE,9170000001,5570000001,VI,2026-10-12 12:10:00,100,CGI80011,27.00410,75.77940,CGI80011,27.00410,75.77940,919820051914,356000000000105,404450000000105,,HOME,MSC1101,TG107,TG114
PAN500308,9170000003,SMS-MO,SMS,9300000174,5500000174,BSNL,2026-10-12 12:30:00,0,CGI80007,26.97820,75.83240,CGI80007,26.97820,75.83240,919440051914,356000000000103,404450000000103,,HOME,MSC1101,TG103,TG117
PAN500395,9170000001,MO,VOICE,9170000003,5570000003,AIRTEL,2026-10-12 12:40:00,150,CGI80008,26.83010,75.80650,CGI80008,26.83010,75.80650,919810051914,356000000009101,404450000009101,,HOME,MSC4404,TG101,TG102
PAN500309,9170000003,SMS-MO,SMS,9300000175,5500000175,BSNL,2026-10-12 12:55:00,0,CGI80005,26.86120,75.75980,CGI80005,26.86120,75.75980,919440051914,356000000000103,404450000000103,,HOME,MSC1101,TG116,TG111
PAN500310,9170000003,SMS-MO,SMS,9300000176,5500000176,BSNL,2026-10-12 13:20:00,0,CGI80006,26.90230,75.84310,CGI80006,26.90230,75.84310,919440051914,356000000000103,404450000000103,,HOME,MSC3303,TG113,TG119
PAN500311,9170000003,SMS-MO,SMS,9300000177,5500000177,JIO,2026-10-12 13:45:00,0,CGI80007,26.97820,75.83240,CGI80007,26.97820,75.83240,919890051914,356000000000103,404450000000103,,HOME,MSC4404,TG112,TG108
PAN500396,9170000001,SMS-MO,SMS,9300000243,5500000243,BSNL,2026-10-12 13:50:00,0,CGI80009,26.92180,75.70630,CGI80009,26.92180,75.70630,919440051914,356000000009101,404450000009101,,HOME,MSC2202,TG113,TG109
PAN500472,9170000005,MT,VOICE,9170000002,5570000002,VI,2026-10-12 14:04:00,101,CGI80012,26.81230,75.73550,CGI80012,26.81230,75.73550,919820051914,356000000000105,404450000000105,,HOME,MSC2202,TG110,TG117
PAN500312,9170000003,SMS-MO,SMS,9300000178,5500000178,BSNL,2026-10-12 14:10:00,0,CGI80005,26.86120,75.75980,CGI80005,26.86120,75.75980,919440051914,356000000000103,404450000000103,,HOME,MSC4404,TG108,TG110
PAN500313,9170000003,SMS-MO,SMS,9300000179,5500000179,VI,2026-10-12 14:35:00,0,CGI80006,26.90230,75.84310,CGI80006,26.90230,75.84310,919820051914,356000000000103,404450000000103,,HOME,MSC2202,TG108,TG105
PAN500314,9170000003,SMS-MO,SMS,9300000180,5500000180,BSNL,2026-10-12 15:00:00,0,CGI80007,26.97820,75.83240,CGI80007,26.97820,75.83240,919440051914,356000000000103,404450000000103,,HOME,MSC3303,TG104,TG110
PAN500397,9170000001,MO,VOICE,9170000002,5570000002,AIRTEL,2026-10-12 15:00:00,150,CGI80007,26.97820,75.83240,CGI80007,26.97820,75.83240,919810051914,356000000009101,404450000009101,,HOME,MSC3303,TG111,TG113
PAN500480,9170000006,SMS-MT,SMS,9170000002,5570000002,VI,2026-10-12 15:00:00,0,CGI80014,26.87020,75.69250,CGI80014,26.87020,75.69250,919820051914,356000000000999,404450000000501,,HOME,MSC2202,TG107,TG101
PAN500485,9170000007,SMS-MT,SMS,9170000002,5570000002,VI,2026-10-12 15:20:00,0,CGI80014,26.87020,75.69250,CGI80014,26.87020,75.69250,919820051914,356000000000999,404450000000502,,HOME,MSC4404,TG105,TG117
PAN500315,9170000003,SMS-MO,SMS,9300000181,5500000181,JIO,2026-10-12 15:25:00,0,CGI80005,26.86120,75.75980,CGI80005,26.86120,75.75980,919890051914,356000000000103,404450000000103,,HOME,MSC1101,TG101,TG115
PAN500490,9170000008,SMS-MT,SMS,9170000002,5570000002,BSNL,2026-10-12 15:40:00,0,CGI80014,26.87020,75.69250,CGI80014,26.87020,75.69250,919440051914,356000000000999,404450000000503,,HOME,MSC3303,TG114,TG112
PAN500316,9170000003,SMS-MO,SMS,9300000182,5500000182,VI,2026-10-12 15:50:00,0,CGI80006,26.90230,75.84310,CGI80006,26.90230,75.84310,919820051914,356000000000103,404450000000103,,HOME,MSC2202,TG104,TG104
PAN500473,9170000005,SMS-MT,SMS,9170000003,5570000003,BSNL,2026-10-12 15:58:00,0,CGI80013,26.94740,75.87310,CGI80013,26.94740,75.87310,919440051914,356000000000105,404450000000105,,HOME,MSC4404,TG114,TG115
PAN500398,9170000001,SMS-MO,SMS,9170000003,5570000003,VI,2026-10-12 16:10:00,0,CGI80008,26.83010,75.80650,CGI80008,26.83010,75.80650,919820051914,356000000009101,404450000009101,,HOME,MSC4404,TG120,TG102
PAN500317,9170000003,SMS-MO,SMS,9300000183,5500000183,BSNL,2026-10-12 16:15:00,0,CGI80007,26.97820,75.83240,CGI80007,26.97820,75.83240,919440051914,356000000000103,404450000000103,,HOME,MSC4404,TG106,TG110
PAN500318,9170000003,SMS-MO,SMS,9300000184,5500000184,AIRTEL,2026-10-12 16:40:00,0,CGI80005,26.86120,75.75980,CGI80005,26.86120,75.75980,919810051914,356000000000103,404450000000103,,HOME,MSC3303,TG111,TG108
PAN500319,9170000003,SMS-MO,SMS,9300000185,5500000185,AIRTEL,2026-10-12 17:05:00,0,CGI80006,26.90230,75.84310,CGI80006,26.90230,75.84310,919810051914,356000000000103,404450000000103,,HOME,MSC4404,TG109,TG105
PAN500399,9170000001,MO,VOICE,9300000246,5500000246,BSNL,2026-10-12 17:20:00,150,CGI80009,26.92180,75.70630,CGI80009,26.92180,75.70630,919440051914,356000000009101,404450000009101,,HOME,MSC1101,TG102,TG116
PAN500320,9170000003,SMS-MO,SMS,9300000186,5500000186,AIRTEL,2026-10-12 17:30:00,0,CGI80007,26.97820,75.83240,CGI80007,26.97820,75.83240,919810051914,356000000000103,404450000000103,,HOME,MSC3303,TG110,TG108
PAN500474,9170000005,SMS-MT,SMS,9170000004,5570000004,BSNL,2026-10-12 17:52:00,0,CGI80011,27.00410,75.77940,CGI80011,27.00410,75.77940,919440051914,356000000000105,404450000000105,,HOME,MSC2202,TG105,TG108
PAN500321,9170000003,SMS-MO,SMS,9300000187,5500000187,JIO,2026-10-12 17:55:00,0,CGI80005,26.86120,75.75980,CGI80005,26.86120,75.75980,919890051914,356000000000103,404450000000103,,HOME,MSC4404,TG104,TG117
PAN500322,9170000003,SMS-MO,SMS,9300000188,5500000188,JIO,2026-10-12 18:20:00,0,CGI80006,26.90230,75.84310,CGI80006,26.90230,75.84310,919890051914,356000000000103,404450000000103,,HOME,MSC3303,TG108,TG112
PAN500400,9170000001,SMS-MO,SMS,9170000002,5570000002,AIRTEL,2026-10-12 18:30:00,0,CGI80007,26.97820,75.83240,CGI80007,26.97820,75.83240,919810051914,356000000009101,404450000009101,,HOME,MSC3303,TG103,TG115
PAN500323,9170000003,SMS-MO,SMS,9300000189,5500000189,BSNL,2026-10-12 18:45:00,0,CGI80007,26.97820,75.83240,CGI80007,26.97820,75.83240,919440051914,356000000000103,404450000000103,,HOME,MSC4404,TG104,TG102
PAN500324,9170000003,SMS-MO,SMS,9300000190,5500000190,VI,2026-10-12 19:10:00,0,CGI80005,26.86120,75.75980,CGI80005,26.86120,75.75980,919820051914,356000000000103,404450000000103,,HOME,MSC2202,TG114,TG104
PAN500325,9170000003,SMS-MO,SMS,9300000191,5500000191,JIO,2026-10-12 19:35:00,0,CGI80006,26.90230,75.84310,CGI80006,26.90230,75.84310,919890051914,356000000000103,404450000000103,,HOME,MSC4404,TG109,TG112
PAN500475,9170000005,SMS-MT,SMS,9812222200,5512222200,AIRTEL,2026-10-12 19:46:00,0,CGI80012,26.81230,75.73550,CGI80012,26.81230,75.73550,919810051914,356000000000105,404450000000105,,HOME,MSC4404,TG110,TG114
